vul_id	cve_id	github_reviewed	name	ecosystem	purl	repo	ranges_introduced	ranges_fixed	ranges_last_affected	versions
GHSA-qx2j-85q5-ffp8	CVE-2022-34296	True	github.com/zalando/skipper	Go	pkg:golang/github.com/zalando/skipper	SEMVER	0	0.13.218	None_last_affected	[]
GO-2025-3604	CVE-2025-24866	False	github.com/mattermost/mattermost-server	Go	pkg:golang/github.com/mattermost/mattermost-server	SEMVER	9.11.0+incompatible	9.11.9+incompatible	None_last_affected	[]
GO-2025-3604	CVE-2025-24866	False	github.com/mattermost/mattermost-server/v5	Go	pkg:golang/github.com/mattermost/mattermost-server/v5	SEMVER	0	None_fixed	None_last_affected	[]
GO-2025-3604	CVE-2025-24866	False	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	0	None_fixed	None_last_affected	[]
GO-2025-3604	CVE-2025-24866	False	github.com/mattermost/mattermost/server/v8	Go	pkg:golang/github.com/mattermost/mattermost/server/v8	SEMVER	0	None_fixed	None_last_affected	[]
GO-2024-3136	CVE-2023-27584	False	d7y.io/dragonfly/v2	Go	pkg:golang/d7y.io/dragonfly/v2	SEMVER	0	2.1.0-beta.1	None_last_affected	[]
GO-2022-1002	CVE-2022-39213	False	github.com/pandatix/go-cvss	Go	pkg:golang/github.com/pandatix/go-cvss	SEMVER	0.2.0	0.4.0	None_last_affected	[]
GHSA-jpf8-h7h7-3ppm	CVE-2020-36566	True	github.com/whyrusleeping/tar-utils	Go	pkg:golang/github.com/whyrusleeping/tar-utils	SEMVER	0	0.0.0-20201201191210-20a61371de5b	None_last_affected	[]
GHSA-265r-hfxg-fhmg	CVE-2024-40635	True	github.com/containerd/containerd/v2	Go	pkg:golang/github.com/containerd/containerd/v2	SEMVER	0	2.0.4	None_last_affected	[]
GHSA-265r-hfxg-fhmg	CVE-2024-40635	True	github.com/containerd/containerd	Go	pkg:golang/github.com/containerd/containerd	SEMVER	1.7.0-beta.0	1.7.27	None_last_affected	[]
GHSA-265r-hfxg-fhmg	CVE-2024-40635	True	github.com/containerd/containerd	Go	pkg:golang/github.com/containerd/containerd	SEMVER	0	1.6.38	None_last_affected	[]
GO-2022-1147	CVE-2022-23471	False	github.com/containerd/containerd	Go	pkg:golang/github.com/containerd/containerd	SEMVER	0	1.5.16	None_last_affected	[]
GO-2024-3073	CVE-2024-7625	False	github.com/hashicorp/nomad	Go	pkg:golang/github.com/hashicorp/nomad	SEMVER	0.6.1	1.8.3	None_last_affected	[]
GO-2022-0306	CVE-2021-42583	False	github.com/foxcpp/maddy	Go	pkg:golang/github.com/foxcpp/maddy	SEMVER	0	0.5.2	None_last_affected	[]
GHSA-4gj3-6r43-3wfc	CVE-2023-23631	True	github.com/ipfs/go-unixfsnode	Go	pkg:golang/github.com/ipfs/go-unixfsnode	SEMVER	0	1.5.2	None_last_affected	[]
GHSA-mh98-763h-m9v4	CVE-2024-7558	True	github.com/juju/juju	Go	pkg:golang/github.com/juju/juju	SEMVER	0	0.0.0-20240826044107-ecd7e2d0e986	None_last_affected	[]
GO-2023-2409	CVE-2023-50658	False	github.com/dvsekhvalnov/jose2go	Go	pkg:golang/github.com/dvsekhvalnov/jose2go	SEMVER	0	1.5.1-0.20231206184617-48ba0b76bc88	None_last_affected	[]
